grid_id,n_landslides,total_area_m2,mean_compactness,density_km2,HLD_norm,MAG_norm,CHAN_norm,LS_LRSI,risk_class
1_3,0.0,0.0,0.5849569002614328,0.0,0.0,0.0,0.4147260469151107,8.294520938302215,Low
1_4,0.0,0.0,0.5849569002614328,0.0,0.0,0.0,0.4147260469151107,8.294520938302215,Low
1_5,0.0,0.0,0.5849569002614328,0.0,0.0,0.0,0.4147260469151107,8.294520938302215,Low
1_6,0.0,0.0,0.5849569002614328,0.0,0.0,0.0,0.4147260469151107,8.294520938302215,Low
1_7,0.0,0.0,0.5849569002614328,0.0,0.0,0.0,0.4147260469151107,8.294520938302215,Low
1_8,0.0,0.0,0.5849569002614328,0.0,0.0,0.0,0.4147260469151107,8.294520938302215,Low
1_9,2.0,9597.75861258034,0.2710583427536028,2.0,0.04255319148845632,0.8113210583438706,0.8189874762648468,42.84704085003587,High
1_10,4.0,9882.32474746824,0.5826016457698843,4.0,0.08510638297691264,0.813906061337598,0.4177593152257242,37.02768729348806,High
1_11,9.0,14473.04999733395,0.6075583067548124,9.0,0.19148936169805345,0.8476624888698171,0.38561830915782547,42.716708934153694,High
1_12,0.0,0.0,0.5849569002614328,0.0,0.0,0.0,0.4147260469151107,8.294520938302215,Low
1_13,0.0,0.0,0.5849569002614328,0.0,0.0,0.0,0.4147260469151107,8.294520938302215,Low
1_14,1.0,3944.555577208748,0.6426487579858166,1.0,0.02127659574422816,0.7326571345496806,0.340426269781158,29.85206921932499,Medium
1_15,0.0,0.0,0.5849569002614328,0.0,0.0,0.0,0.4147260469151107,8.294520938302215,Low
1_16,0.0,0.0,0.5849569002614328,0.0,0.0,0.0,0.4147260469151107,8.294520938302215,Low
1_17,0.0,0.0,0.5849569002614328,0.0,0.0,0.0,0.4147260469151107,8.294520938302215,Low
2_0,0.0,0.0,0.5849569002614328,0.0,0.0,0.0,0.4147260469151107,8.294520938302215,Low
2_1,0.0,0.0,0.5849569002614328,0.0,0.0,0.0,0.4147260469151107,8.294520938302215,Low
2_2,0.0,0.0,0.5849569002614328,0.0,0.0,0.0,0.4147260469151107,8.294520938302215,Low
2_3,0.0,0.0,0.5849569002614328,0.0,0.0,0.0,0.4147260469151107,8.294520938302215,Low
2_4,0.0,0.0,0.5849569002614328,0.0,0.0,0.0,0.4147260469151107,8.294520938302215,Low
2_5,0.0,0.0,0.5849569002614328,0.0,0.0,0.0,0.4147260469151107,8.294520938302215,Low
2_6,0.0,0.0,0.5849569002614328,0.0,0.0,0.0,0.4147260469151107,8.294520938302215,Low
2_7,47.0,80966.3193415714,0.7059664455105377,47.0,0.9999999999787235,0.9999999999115186,0.25888113919792743,85.17762278024028,Very High
2_8,0.0,0.0,0.5849569002614328,0.0,0.0,0.0,0.4147260469151107,8.294520938302215,Low
2_9,0.0,0.0,0.5849569002614328,0.0,0.0,0.0,0.4147260469151107,8.294520938302215,Low
2_10,0.0,0.0,0.5849569002614328,0.0,0.0,0.0,0.4147260469151107,8.294520938302215,Low
2_11,0.0,0.0,0.5849569002614328,0.0,0.0,0.0,0.4147260469151107,8.294520938302215,Low
2_12,1.0,5464.798063016334,0.3855151031171146,1.0,0.02127659574422816,0.7614950490324867,0.6715817222828797,37.340315703843594,High
2_13,0.0,0.0,0.5849569002614328,0.0,0.0,0.0,0.4147260469151107,8.294520938302215,Low
2_14,0.0,0.0,0.5849569002614328,0.0,0.0,0.0,0.4147260469151107,8.294520938302215,Low
2_15,0.0,0.0,0.5849569002614328,0.0,0.0,0.0,0.4147260469151107,8.294520938302215,Low
2_16,0.0,0.0,0.5849569002614328,0.0,0.0,0.0,0.4147260469151107,8.294520938302215,Low
2_17,0.0,0.0,0.5849569002614328,0.0,0.0,0.0,0.4147260469151107,8.294520938302215,Low
3_0,0.0,0.0,0.5849569002614328,0.0,0.0,0.0,0.4147260469151107,8.294520938302215,Low
3_1,0.0,0.0,0.5849569002614328,0.0,0.0,0.0,0.4147260469151107,8.294520938302215,Low
3_2,0.0,0.0,0.5849569002614328,0.0,0.0,0.0,0.4147260469151107,8.294520938302215,Low
3_3,0.0,0.0,0.5849569002614328,0.0,0.0,0.0,0.4147260469151107,8.294520938302215,Low
3_4,0.0,0.0,0.5849569002614328,0.0,0.0,0.0,0.4147260469151107,8.294520938302215,Low
3_5,0.0,0.0,0.5849569002614328,0.0,0.0,0.0,0.4147260469151107,8.294520938302215,Low
3_6,6.0,847.5138656911824,0.8427617569476086,6.0,0.12765957446536896,0.5966736180005143,0.08270617181690287,25.937310699621936,Medium
3_7,13.0,12051.570765158393,0.7400383514099734,13.0,0.27659574467496606,0.8314633526575066,0.21500085669859792,43.07370494744546,Very High
3_8,5.0,24694.249896044414,0.39232794285347766,5.0,0.10638297872114079,0.8949340279629167,0.6628076509662758,45.42332279427006,Very High
3_9,6.0,2439.37466641331,0.8048549975845599,6.0,0.12765957446536896,0.6901472548828712,0.13152525796941028,29.717901529142793,Medium
3_10,7.0,16002.752424823582,0.5193681500124113,7.0,0.14893617020959712,0.8565518536323972,0.49919601751786147,43.127284469809,Very High
3_11,0.0,0.0,0.5849569002614328,0.0,0.0,0.0,0.4147260469151107,8.294520938302215,Low
3_12,1.0,1863.8985708560556,0.5032839863963439,1.0,0.02127659574422816,0.6663506125630605,0.5199103751273713,31.452555666650646,Medium
3_13,0.0,0.0,0.5849569002614328,0.0,0.0,0.0,0.4147260469151107,8.294520938302215,Low
3_14,0.0,0.0,0.5849569002614328,0.0,0.0,0.0,0.4147260469151107,8.294520938302215,Low
3_15,0.0,0.0,0.5849569002614328,0.0,0.0,0.0,0.4147260469151107,8.294520938302215,Low
3_16,1.0,19067.137516171195,0.16171763336393363,1.0,0.02127659574422816,0.8720534121570811,0.9598044071068408,46.421520294060656,Very High
3_17,1.0,1618.0483578099772,0.5885948006193579,1.0,0.02127659574422816,0.653842152696642,0.4100408938191459,28.87991224449359,Medium
4_0,0.0,0.0,0.5849569002614328,0.0,0.0,0.0,0.4147260469151107,8.294520938302215,Low
4_1,0.0,0.0,0.5849569002614328,0.0,0.0,0.0,0.4147260469151107,8.294520938302215,Low
4_2,0.0,0.0,0.5849569002614328,0.0,0.0,0.0,0.4147260469151107,8.294520938302215,Low
4_3,0.0,0.0,0.5849569002614328,0.0,0.0,0.0,0.4147260469151107,8.294520938302215,Low
4_4,0.0,0.0,0.5849569002614328,0.0,0.0,0.0,0.4147260469151107,8.294520938302215,Low
4_5,0.0,0.0,0.5849569002614328,0.0,0.0,0.0,0.4147260469151107,8.294520938302215,Low
4_6,0.0,0.0,0.5849569002614328,0.0,0.0,0.0,0.4147260469151107,8.294520938302215,Low
